date,cases,total_tests,population,Cases_10k,Test_10k,Rate,hospitalized_covid_confirmed_patients,all_hospital_beds,Hosp_10k,beds_10k,Week,county,Male,Hispanic,Over_65,Over_85,White,Asian,HPI,anycondition,Obesity,Heart_disease,COPD,diabetes,CKD,Urban_rural,Morenitos,C_i,pop_std,mobility
2021-03-07,149.28571428571428,9064.0,1685886.0,0.8855030190992408,53.76401488594128,0.01647018030513176,131.71428571428572,2452.8571428571427,0.7812763479516748,14.549365395152119,0,Alameda,49.2,22.4,13.5,1.7,45.5,33.7,89.3,31.3,23.4,4.7,4.4,9.4,2.5,1,12.5,1,0.04201149488302272,52.650119221256695
2021-03-14,129.0,9562.57142857143,1685886.0,0.7651762930589613,56.72134075833971,0.013490095312079835,113.57142857142857,2488.5714285714284,0.6736601915635373,14.761208222687824,1,Alameda,49.2,22.4,13.5,1.7,45.5,33.7,89.3,31.3,23.4,4.7,4.4,9.4,2.5,1,12.5,1,0.04201149488302272,49.85617025937651
2021-03-21,105.71428571428571,9286.142857142857,1685886.0,0.6270547695056825,55.08167727321335,0.011384089965078534,94.14285714285714,2494.714285714286,0.5584176933841145,14.797645189023966,2,Alameda,49.2,22.4,13.5,1.7,45.5,33.7,89.3,31.3,23.4,4.7,4.4,9.4,2.5,1,12.5,1,0.04201149488302272,46.939266207883676
2021-03-28,94.14285714285714,9118.0,1685886.0,0.5584176933841145,54.08432124117526,0.010324945946792842,83.0,2471.5714285714284,0.4923227311929751,14.660371036780829,3,Alameda,49.2,22.4,13.5,1.7,45.5,33.7,89.3,31.3,23.4,4.7,4.4,9.4,2.5,1,12.5,1,0.04201149488302272,50.05707071063197
2021-04-04,82.0,8977.285714285714,1685886.0,0.48639113202197537,53.249660500684584,0.009134164001209403,87.28571428571429,2481.1428571428573,0.5177438704972596,14.7171449145604,4,Alameda,49.2,22.4,13.5,1.7,45.5,33.7,89.3,31.3,23.4,4.7,4.4,9.4,2.5,1,12.5,1,0.04201149488302272,53.379154689600675
2021-04-11,87.28571428571429,8447.142857142857,1685886.0,0.5177438704972596,50.10506556874461,0.010333164214442754,75.28571428571429,2473.714285714286,0.44656468044526315,14.673081606432973,5,Alameda,49.2,22.4,13.5,1.7,45.5,33.7,89.3,31.3,23.4,4.7,4.4,9.4,2.5,1,12.5,1,0.04201149488302272,54.53127159295924
2021-04-18,89.71428571428571,8734.57142857143,1685886.0,0.5321491827696873,51.809976644751956,0.01027117202577606,71.14285714285714,2498.4285714285716,0.42199091245112147,14.819676843087679,6,Alameda,49.2,22.4,13.5,1.7,45.5,33.7,89.3,31.3,23.4,4.7,4.4,9.4,2.5,1,12.5,1,0.04201149488302272,53.94749911359057
2021-04-25,95.71428571428571,8156.714285714285,1685886.0,0.5677387777956855,48.38235969522426,0.011734416869537804,71.14285714285714,2462.4285714285716,0.42199091245112147,14.60613927293169,7,Alameda,49.2,22.4,13.5,1.7,45.5,33.7,89.3,31.3,23.4,4.7,4.4,9.4,2.5,1,12.5,1,0.04201149488302272,54.17914391978421
2021-05-02,100.57142857142857,8982.142857142857,1685886.0,0.5965494023405412,53.278471125229444,0.011196819085487078,83.85714285714286,2489.8571428571427,0.49740695905383203,14.768834564479109,8,Alameda,49.2,22.4,13.5,1.7,45.5,33.7,89.3,31.3,23.4,4.7,4.4,9.4,2.5,1,12.5,1,0.04201149488302272,51.805792684864585
2021-05-09,90.14285714285714,8664.857142857143,1685886.0,0.5346912967001157,51.39645944540226,0.01040327101262901,65.28571428571429,2511.1428571428573,0.3872486887352662,14.89509288969039,9,Alameda,49.2,22.4,13.5,1.7,45.5,33.7,89.3,31.3,23.4,4.7,4.4,9.4,2.5,1,12.5,1,0.04201149488302272,55.47185620589038
